date,project,sessions,users,new_users,bounce_rate,pages_per_session,avg_session_duration_seconds,impressions,clicks,ctr,cpc,ad_spend,cpm,transactions,ecommerce_conversion_rate,revenue,roas,cpa
2025-08-25,Project Alpha,1411,1207,762,0.5459,2.82,220,37720,914,0.0242,0.9528,870.9,23.0885,31,0.022,1831.13,2.103,28.09
2025-08-26,Project Alpha,1895,1745,1143,0.4581,3.07,272,36696,1189,0.0324,0.8179,972.47,26.5007,16,0.0084,1369.53,1.408,60.78
2025-08-27,Project Alpha,1676,1513,834,0.4498,3.04,236,22620,623,0.0275,0.8466,527.4,23.3156,47,0.028,2692.58,5.105,11.22
2025-08-28,Project Alpha,1757,1571,748,0.5019,3.45,165,33089,913,0.0276,0.7544,688.75,20.8151,62,0.0353,5255.77,7.631,11.11
2025-08-29,Project Alpha,1590,1476,970,0.3673,3.51,148,21604,593,0.0274,0.5604,332.34,15.3833,48,0.0302,2808.58,8.451,6.92
2025-08-30,Project Alpha,1501,1345,633,0.5172,3.37,120,26996,717,0.0266,0.7596,544.6,20.1734,29,0.0193,1960.06,3.599,18.78
2025-08-31,Project Alpha,1645,1547,857,0.4527,3.14,193,25677,815,0.0317,0.6248,509.18,19.8302,8,0.0049,541.77,1.064,63.65
2024-09-01,Project Beta,896,771,385,0.7255,2.89,197,15406,258,0.0167,0.5796,149.53,9.706,18,0.0201,1493.5,9.988,8.31
2024-09-02,Project Beta,801,645,321,0.4114,4.6,247,22468,365,0.0162,0.4325,157.88,7.0269,18,0.0225,1556.15,9.857,8.77
2024-09-03,Project Beta,896,819,378,0.5927,2.81,199,37585,392,0.0104,0.5035,197.38,5.2516,22,0.0246,2103.2,10.656,8.97
2024-09-04,Project Beta,1048,952,472,0.5367,3.08,105,23247,544,0.0234,0.7108,386.69,16.634,20,0.0191,2034.57,5.262,19.33
2024-09-05,Project Beta,921,744,323,0.5088,3.53,78,20474,419,0.0205,0.5089,213.25,10.4156,28,0.0304,3125.29,14.656,7.62
2024-09-06,Project Beta,946,889,526,0.3618,2.99,228,35575,567,0.0159,0.5326,301.97,8.4883,30,0.0317,1636.95,5.421,10.07
2024-09-07,Project Beta,1049,938,641,0.5682,4.74,204,18429,456,0.0247,0.583,265.86,14.4262,20,0.0191,1576.19,5.929,13.29
2024-09-08,Project Beta,747,652,340,0.3789,2.73,171,23092,467,0.0202,0.4507,210.46,9.114,22,0.0295,1799.42,8.55,9.57
2024-09-09,Project Beta,882,784,363,0.3819,3.78,209,12951,348,0.0269,0.657,228.65,17.655,22,0.0249,2128.49,9.309,10.39
2024-09-10,Project Beta,1081,930,629,0.4077,2.61,176,21761,325,0.0149,0.4723,153.5,7.0539,30,0.0278,2016.16,13.135,5.12
2024-09-11,Project Beta,958,877,562,0.4108,2.39,118,25257,458,0.0181,0.7114,325.82,12.9002,20,0.0209,1725.88,5.297,16.29
2024-09-12,Project Beta,946,897,569,0.4803,4.03,81,22419,461,0.0206,0.7275,335.39,14.9601,24,0.0254,2597.76,7.745,13.97
2024-09-13,Project Beta,1084,1008,674,0.6164,3.31,191,24824,672,0.0271,0.5399,362.78,14.6141,30,0.0277,2352.69,6.485,12.09
2024-09-14,Project Beta,790,634,330,0.3493,4.6,205,15092,375,0.0248,0.6004,225.14,14.9178,30,0.038,3097.99,13.76,7.5
2024-09-15,Project Beta,740,631,428,0.4583,2.59,243,16151,407,0.0252,0.4398,179.02,11.0841,24,0.0324,2012.16,11.24,7.46
2024-09-16,Project Beta,1128,1023,473,0.4865,3.84,173,25405,569,0.0224,0.5618,319.64,12.5818,22,0.0195,1943.37,6.08,14.53
2024-09-17,Project Beta,1088,1012,672,0.3844,2.94,122,21058,539,0.0256,0.7743,417.36,19.8195,25,0.023,2691.69,6.449,16.69
2024-09-18,Project Beta,852,729,407,0.3548,2.74,216,13470,407,0.0302,0.6344,258.21,19.1693,23,0.027,2245.38,8.696,11.23
2024-09-19,Project Beta,1205,1081,442,0.4693,4.77,70,25965,608,0.0234,0.668,406.15,15.6422,37,0.0307,4220.34,10.391,10.98
2024-09-20,Project Beta,801,730,329,0.4555,2.98,103,26235,396,0.0151,0.7258,287.42,10.9556,26,0.0325,2082.28,7.245,11.05
2024-09-21,Project Beta,818,688,477,0.6098,3.61,165,28015,527,0.0188,0.5386,283.84,10.1317,23,0.0281,2223.44,7.833,12.34
2024-09-22,Project Beta,917,826,346,0.4437,1.98,155,49462,378,0.0076,0.4762,179.99,3.639,22,0.024,2362.56,13.126,8.18
2024-09-23,Project Beta,978,880,441,0.5231,3.48,197,21675,693,0.032,0.5176,358.69,16.5486,20,0.0204,2059.92,5.743,17.93
2024-09-24,Project Beta,966,833,521,0.4633,3.09,83,25901,432,0.0167,0.6875,296.99,11.4664,30,0.0311,2838.37,9.557,9.9
2024-09-25,Project Beta,1045,845,563,0.3283,2.31,196,31596,635,0.0201,0.5491,348.7,11.0362,18,0.0172,1513.34,4.34,19.37
2024-09-26,Project Beta,838,785,493,0.325,3.31,165,22981,380,0.0165,0.4585,174.24,7.5819,22,0.0263,2161.03,12.403,7.92
2024-09-27,Project Beta,808,734,501,0.4541,3.83,180,10588,290,0.0274,0.6163,178.73,16.8804,11,0.0136,1022.89,5.723,16.25
2024-09-28,Project Beta,837,737,509,0.4076,2.59,163,21750,566,0.026,0.3815,215.93,9.9278,18,0.0215,1281.75,5.936,12.0
2024-09-29,Project Beta,1006,811,409,0.5389,2.31,130,32005,651,0.0203,0.6602,429.79,13.4288,28,0.0278,2824.51,6.572,15.35
2024-09-30,Project Beta,984,806,466,0.3475,4.74,149,20753,482,0.0232,0.8008,385.99,18.5992,23,0.0234,1578.66,4.09,16.78
2024-10-01,Project Beta,1142,984,458,0.4242,3.05,196,27018,448,0.0166,0.5983,268.03,9.9204,38,0.0333,3762.11,14.036,7.05
2024-10-02,Project Beta,1039,953,623,0.4638,3.13,229,24745,567,0.0229,0.5169,293.09,11.8444,23,0.0221,1891.74,6.454,12.74
2024-10-03,Project Beta,1093,885,619,0.5534,2.81,205,29587,610,0.0206,0.5746,350.53,11.8474,30,0.0274,3100.93,8.846,11.68
2024-10-04,Project Beta,842,775,535,0.492,3.07,86,18739,386,0.0206,0.5779,223.07,11.9041,16,0.019,1498.97,6.72,13.94
2024-10-05,Project Beta,660,586,236,0.5295,3.78,142,13249,255,0.0192,0.4646,118.48,8.9426,12,0.0182,1121.48,9.466,9.87
2024-10-06,Project Beta,980,866,447,0.3501,4.19,75,20807,464,0.0223,0.7249,336.33,16.1643,11,0.0112,935.21,2.781,30.58
2024-10-07,Project Beta,1001,901,471,0.3865,3.07,190,21064,359,0.017,0.5486,196.93,9.3491,32,0.032,3147.87,15.985,6.15
2024-10-08,Project Beta,998,836,565,0.4151,3.8,274,62335,714,0.0115,0.4769,340.5,5.4624,28,0.0281,2560.51,7.52,12.16
2024-10-09,Project Beta,964,907,447,0.486,3.45,178,26682,466,0.0175,0.4561,212.55,7.966,22,0.0228,2079.45,9.783,9.66
2024-10-10,Project Beta,999,880,568,0.1953,3.41,143,32263,731,0.0227,0.4733,345.96,10.7231,26,0.026,2448.05,7.076,13.31
2024-10-11,Project Beta,1163,1042,522,0.468,3.69,160,42564,672,0.0158,0.6785,455.97,10.7126,30,0.0258,2906.66,6.375,15.2
2024-10-12,Project Beta,910,850,515,0.4303,2.82,201,23747,410,0.0173,0.5019,205.77,8.6651,17,0.0187,1435.34,6.975,12.1
2024-10-13,Project Beta,803,711,379,0.5753,2.55,177,18200,402,0.0221,0.5018,201.71,11.083,20,0.0249,1565.43,7.761,10.09
2024-10-14,Project Beta,927,750,330,0.5234,3.35,208,17244,376,0.0218,0.456,171.47,9.9437,31,0.0334,2618.5,15.271,5.53
2024-10-15,Project Beta,1150,1040,421,0.303,2.22,130,29174,595,0.0204,0.6791,404.06,13.85,35,0.0304,3791.34,9.383,11.54
2024-10-16,Project Beta,1177,1004,645,0.5724,3.52,87,39963,662,0.0166,0.7587,502.28,12.5686,31,0.0263,2823.3,5.621,16.2
2024-10-17,Project Beta,1128,1014,680,0.4291,2.88,203,19545,445,0.0228,0.7299,324.78,16.617,17,0.0151,1450.43,4.466,19.1
2024-10-18,Project Beta,1065,864,560,0.3753,4.44,100,21071,394,0.0187,0.4188,165.01,7.8311,28,0.0263,2446.78,14.828,5.89
2024-10-19,Project Beta,889,733,417,0.5584,3.25,173,27112,541,0.02,0.6261,338.74,12.4941,13,0.0146,1047.62,3.093,26.06
2024-10-20,Project Beta,715,581,233,0.5037,3.96,156,17566,263,0.015,0.5385,141.62,8.0622,15,0.021,1279.69,9.036,9.44
2024-10-21,Project Beta,1071,875,578,0.3446,3.4,88,38910,669,0.0172,0.801,535.86,13.7718,29,0.0271,2419.35,4.515,18.48
2024-10-22,Project Beta,1142,968,599,0.15,3.39,180,20853,550,0.0264,0.4042,222.29,10.6599,23,0.0201,1508.91,6.788,9.66
2024-10-23,Project Beta,1067,1008,498,0.4562,2.45,156,60099,752,0.0125,0.5636,423.8,7.0517,13,0.0122,1027.02,2.423,32.6
2024-10-24,Project Beta,1172,947,382,0.3782,3.02,229,38258,696,0.0182,0.6518,453.65,11.8577,40,0.0341,4988.88,10.997,11.34
2024-10-25,Project Beta,760,719,496,0.5109,2.71,138,24969,422,0.0169,0.8021,338.5,13.5568,21,0.0276,1639.3,4.843,16.12
2024-10-26,Project Beta,818,730,327,0.347,2.85,106,8969,277,0.0309,0.6123,169.62,18.9118,24,0.0293,1702.82,10.039,7.07
2024-10-27,Project Beta,954,893,527,0.2607,3.32,111,29867,538,0.018,0.6109,328.68,11.0048,28,0.0294,2246.66,6.835,11.74
2024-10-28,Project Beta,1096,948,434,0.4092,3.51,134,17630,430,0.0244,0.5541,238.27,13.515,12,0.0109,987.61,4.145,19.86
2024-10-29,Project Beta,959,789,436,0.5426,3.04,157,28480,663,0.0233,0.5976,396.2,13.9115,15,0.0156,1264.63,3.192,26.41
2024-10-30,Project Beta,964,779,366,0.5293,3.39,181,83259,581,0.007,0.5278,306.63,3.6828,22,0.0228,1727.37,5.633,13.94
2024-10-31,Project Beta,1013,868,584,0.315,4.34,179,36251,470,0.013,0.6133,288.25,7.9515,40,0.0395,4144.09,14.377,7.21
2024-11-01,Project Beta,852,694,367,0.5586,1.71,152,24675,492,0.0199,0.6352,312.53,12.6659,26,0.0305,2225.34,7.12,12.02
2024-11-02,Project Beta,873,773,486,0.4127,2.75,157,18379,518,0.0282,0.5976,309.57,16.8437,29,0.0332,1775.78,5.736,10.67
2024-11-03,Project Beta,1000,943,528,0.5536,3.47,159,36480,479,0.0131,0.5507,263.77,7.2305,37,0.037,3140.81,11.907,7.13
2024-11-04,Project Beta,1230,1021,593,0.4371,2.64,66,28896,809,0.028,0.664,537.16,18.5894,42,0.0341,3815.1,7.102,12.79
2024-11-05,Project Beta,1134,959,507,0.4789,2.25,160,25458,409,0.0161,0.6163,252.05,9.9006,39,0.0344,3845.7,15.258,6.46
2024-11-06,Project Beta,1153,982,576,0.5005,3.54,109,37323,466,0.0125,0.5206,242.61,6.5003,26,0.0225,2642.7,10.893,9.33
2024-11-07,Project Beta,1088,1012,478,0.311,2.95,135,37818,819,0.0217,0.5807,475.63,12.5768,53,0.0487,4014.69,8.441,8.97
2024-11-08,Project Beta,970,873,424,0.6189,4.27,220,25721,489,0.019,0.3995,195.34,7.5946,36,0.0371,3555.39,18.201,5.43
2024-11-09,Project Beta,1018,837,569,0.3318,4.12,131,21208,536,0.0253,0.5965,319.72,15.0754,35,0.0344,2655.99,8.307,9.13
2024-11-10,Project Beta,905,833,395,0.4531,3.58,213,15815,371,0.0235,0.4802,178.16,11.2653,16,0.0177,1438.15,8.072,11.13
2024-11-11,Project Beta,984,851,499,0.3377,3.1,128,20852,448,0.0215,0.7972,357.16,17.1283,31,0.0315,3278.6,9.18,11.52
2024-11-12,Project Beta,1037,897,489,0.5686,4.18,140,23758,445,0.0187,0.6459,287.43,12.0982,39,0.0376,3678.37,12.797,7.37
2024-11-13,Project Beta,977,791,323,0.5187,3.44,150,20179,567,0.0281,0.4475,253.72,12.5735,24,0.0246,2451.17,9.661,10.57
2024-11-14,Project Beta,1107,1019,428,0.516,4.34,211,20229,414,0.0205,0.2936,121.54,6.0082,22,0.0199,1628.4,13.398,5.52
2024-11-15,Project Beta,1013,880,529,0.4674,3.06,108,25888,597,0.0231,0.5027,300.11,11.5926,31,0.0306,2480.1,8.264,9.68
2024-11-16,Project Beta,965,907,559,0.3717,3.59,258,39772,595,0.015,0.6278,373.54,9.392,24,0.0249,2335.89,6.253,15.56
2024-11-17,Project Beta,973,824,473,0.5859,2.67,235,23569,642,0.0272,0.3982,255.64,10.8465,25,0.0257,2214.05,8.661,10.23
2024-11-18,Project Beta,1305,1118,699,0.4445,2.45,165,57586,726,0.0126,0.4276,310.47,5.3914,29,0.0222,2894.04,9.321,10.71
2024-11-19,Project Beta,1399,1225,712,0.5834,2.65,292,63632,853,0.0134,0.4699,400.82,6.299,41,0.0293,3607.56,9.0,9.78
2024-11-20,Project Beta,1671,1467,636,0.3936,2.05,221,35633,624,0.0175,0.5798,361.8,10.1535,30,0.018,2712.37,7.497,12.06
2024-11-21,Project Beta,1893,1781,1200,0.5024,2.82,131,40975,798,0.0195,0.5291,422.22,10.3043,52,0.0275,3262.38,7.727,8.12
2024-11-22,Project Beta,1558,1390,918,0.3727,4.43,168,50812,753,0.0148,0.6478,487.77,9.5995,48,0.0308,4527.24,9.282,10.16
2024-11-23,Project Beta,1405,1192,674,0.4238,2.8,242,45098,729,0.0162,0.5616,409.4,9.078,11,0.0078,786.84,1.922,37.22
2024-11-24,Project Beta,834,788,467,0.4444,2.83,147,20059,473,0.0236,0.5599,264.85,13.2035,19,0.0228,1735.38,6.552,13.94
2024-11-25,Project Beta,1105,918,506,0.3507,1.86,181,26050,471,0.0181,0.4506,212.25,8.1478,31,0.0281,1840.22,8.67,6.85
2024-11-26,Project Beta,1133,1015,445,0.2844,2.74,208,23889,397,0.0166,0.6309,250.47,10.4847,33,0.0291,2827.95,11.291,7.59
2024-11-27,Project Beta,1256,1051,588,0.442,4.42,157,20521,482,0.0235,0.4307,207.6,10.1165,39,0.0311,2359.86,11.367,5.32
2024-11-28,Project Beta,1173,980,407,0.5349,2.21,195,37074,751,0.0203,0.4974,373.53,10.0753,16,0.0136,1460.44,3.91,23.35
2024-11-29,Project Beta,886,803,548,0.1993,2.9,160,10369,368,0.0355,0.6455,237.53,22.9077,30,0.0339,3474.65,14.628,7.92
2024-11-30,Project Beta,720,668,363,0.4375,1.46,106,19360,419,0.0216,0.6807,285.21,14.7319,21,0.0292,1651.34,5.79,13.58
2024-12-01,Project Beta,723,642,274,0.5184,2.23,153,21370,431,0.0202,0.5221,225.02,10.5297,19,0.0263,2187.41,9.721,11.84
2024-12-02,Project Beta,986,792,509,0.2736,3.3,179,23017,537,0.0233,0.8125,436.3,18.9556,17,0.0172,1394.3,3.196,25.66
2024-12-03,Project Beta,1222,1055,563,0.3303,3.6,140,14118,489,0.0346,0.4932,241.15,17.081,41,0.0336,3188.08,13.22,5.88
2024-12-04,Project Beta,1394,1202,650,0.3711,2.92,213,42603,584,0.0137,0.7153,417.72,9.8049,32,0.023,2620.88,6.274,13.05
2024-12-05,Project Beta,1087,915,401,0.3802,2.66,174,20686,451,0.0218,0.6586,297.02,14.3585,47,0.0432,4727.43,15.916,6.32
2024-12-06,Project Beta,942,770,432,0.2848,2.79,209,16000,342,0.0214,0.5421,185.4,11.5875,8,0.0085,682.12,3.679,23.18
2024-12-07,Project Beta,917,785,404,0.5215,3.42,210,53276,647,0.0121,0.3003,194.27,3.6465,28,0.0305,3310.62,17.041,6.94
2024-12-08,Project Beta,971,779,515,0.251,2.63,156,23914,347,0.0145,0.5883,204.13,8.536,31,0.0319,2753.72,13.49,6.58
2024-12-09,Project Beta,1250,1021,530,0.4906,3.66,80,24150,561,0.0232,0.6196,347.58,14.3925,24,0.0192,2122.51,6.107,14.48
2024-12-10,Project Beta,1276,1083,630,0.4754,2.47,139,23360,566,0.0242,0.5186,293.54,12.5659,37,0.029,2174.13,7.407,7.93
2024-12-11,Project Beta,1434,1224,715,0.4942,3.97,265,48598,651,0.0134,0.565,367.78,7.5678,35,0.0244,3735.87,10.158,10.51
2024-12-12,Project Beta,1187,1074,684,0.3401,1.9,109,44441,794,0.0179,0.5222,414.63,9.3299,26,0.0219,2624.17,6.329,15.95
2024-12-13,Project Beta,1159,1092,571,0.5358,2.79,257,41475,661,0.0159,0.9888,653.61,15.7591,41,0.0354,4023.74,6.156,15.94
2024-12-14,Project Beta,1034,930,404,0.4503,4.37,160,27998,507,0.0181,0.6168,312.72,11.1694,43,0.0416,4231.7,13.532,7.27
2024-12-15,Project Beta,1018,917,475,0.4986,4.49,182,17637,493,0.028,0.6598,325.3,18.4442,35,0.0344,3593.55,11.047,9.29
2024-12-16,Project Beta,994,822,472,0.4215,3.55,118,15090,344,0.0228,0.7372,253.6,16.8058,20,0.0201,1652.04,6.514,12.68
2024-12-17,Project Beta,1201,1005,537,0.5337,3.9,127,40342,795,0.0197,0.4587,364.66,9.0392,36,0.03,3307.02,9.069,10.13
2024-12-18,Project Beta,1499,1345,897,0.5405,3.01,161,26436,748,0.0283,0.7162,535.68,20.2633,38,0.0254,3479.8,6.496,14.1
2024-12-19,Project Beta,1341,1084,441,0.2993,1.72,138,45730,541,0.0118,0.6181,334.42,7.3129,60,0.0447,4901.08,14.655,5.57
2024-12-20,Project Beta,1008,896,378,0.5089,3.61,202,21814,542,0.0248,0.8464,458.74,21.0296,29,0.0288,2446.96,5.334,15.82
2024-12-21,Project Beta,977,834,403,0.6033,4.06,210,36020,655,0.0182,0.7195,471.28,13.0838,29,0.0297,3301.41,7.005,16.25
2024-12-22,Project Beta,1297,1150,719,0.6821,3.52,124,34236,678,0.0198,0.6991,474.0,13.8451,46,0.0355,3831.14,8.083,10.3
2024-12-23,Project Beta,1223,1150,694,0.2991,4.3,130,51513,701,0.0136,0.6887,482.75,9.3714,47,0.0384,3948.01,8.178,10.27
2024-12-24,Project Beta,1234,993,562,0.4725,4.21,106,42480,710,0.0167,0.5887,417.96,9.839,37,0.03,3309.85,7.919,11.3
2024-12-25,Project Beta,1374,1100,687,0.4594,2.99,125,39586,806,0.0204,0.6847,551.91,13.9421,41,0.0298,4035.71,7.312,13.46
2024-12-26,Project Beta,1100,893,519,0.501,2.59,149,50375,536,0.0106,0.6426,344.43,6.8373,40,0.0364,2916.76,8.468,8.61
2024-12-27,Project Beta,1201,984,519,0.3627,3.68,127,31547,718,0.0228,0.6555,470.63,14.9184,21,0.0175,1832.4,3.894,22.41
2024-12-28,Project Beta,920,834,499,0.3058,3.68,127,28609,536,0.0187,0.818,438.44,15.3252,20,0.0217,1490.27,3.399,21.92
2024-12-29,Project Beta,1148,1073,596,0.3929,2.76,162,30326,604,0.0199,0.7593,458.63,15.1233,53,0.0462,4510.24,9.834,8.65
2024-12-30,Project Beta,1011,908,561,0.4011,2.67,132,35837,655,0.0183,0.5321,348.51,9.7249,27,0.0267,2095.38,6.012,12.91
2024-12-31,Project Beta,1289,1080,737,0.2935,3.2,204,36234,498,0.0137,0.5564,277.07,7.6467,55,0.0427,5478.06,19.771,5.04
2025-01-01,Project Beta,1051,856,394,0.3157,2.82,265,36981,566,0.0153,0.7833,443.34,11.9883,14,0.0133,1629.1,3.675,31.67
2025-01-02,Project Beta,1250,1154,674,0.3751,3.08,222,24946,634,0.0254,0.5952,377.34,15.1263,15,0.012,986.31,2.614,25.16
2025-01-03,Project Beta,982,820,362,0.3025,3.82,108,40465,532,0.0131,0.7169,381.37,9.4247,18,0.0183,2004.45,5.256,21.19
2025-01-04,Project Beta,974,787,423,0.4629,3.79,170,21172,373,0.0176,0.4697,175.19,8.2746,25,0.0257,2729.78,15.582,7.01
2025-01-05,Project Beta,1055,914,500,0.4967,3.65,88,24561,483,0.0197,0.7158,345.71,14.0756,37,0.0351,3014.49,8.72,9.34
2025-01-06,Project Beta,1235,1061,581,0.4136,2.94,208,28499,480,0.0168,0.695,333.6,11.7057,23,0.0186,2618.66,7.85,14.5
2025-01-07,Project Beta,1161,1053,478,0.5159,2.79,181,32567,732,0.0225,0.5515,403.66,12.3948,16,0.0138,1657.43,4.106,25.23
2025-01-08,Project Beta,1252,1097,631,0.4142,2.83,65,23600,636,0.0269,0.5535,352.05,14.9174,24,0.0192,2271.41,6.452,14.67
2025-01-09,Project Beta,1156,1051,714,0.4651,2.65,256,20146,439,0.0218,0.6317,277.32,13.7655,29,0.0251,2900.42,10.459,9.56
2025-01-10,Project Beta,1178,1048,429,0.3418,3.74,156,54321,758,0.014,0.6973,528.53,9.7298,42,0.0357,3259.38,6.167,12.58
2025-01-11,Project Beta,1101,916,556,0.4181,2.08,195,35069,818,0.0233,0.5725,468.34,13.3548,20,0.0182,1983.26,4.235,23.42
2025-01-12,Project Beta,974,796,384,0.3366,2.94,100,18795,466,0.0248,0.6151,286.65,15.2514,34,0.0349,3657.43,12.759,8.43
2025-01-13,Project Beta,1139,955,581,0.6574,2.55,196,42365,617,0.0146,0.7855,484.65,11.4399,41,0.036,3631.28,7.493,11.82
2025-01-14,Project Beta,1488,1369,716,0.4492,2.76,101,49266,858,0.0174,0.5355,459.45,9.3259,56,0.0376,4070.33,8.859,8.2
2025-01-15,Project Beta,1450,1184,756,0.422,2.76,146,22760,561,0.0246,0.8169,458.29,20.1358,39,0.0269,3423.09,7.469,11.75
2025-01-16,Project Beta,1312,1207,627,0.4576,2.28,132,18348,622,0.0339,0.5984,372.2,20.2856,33,0.0252,2702.85,7.262,11.28
2025-01-17,Project Beta,974,863,458,0.6074,2.7,205,25741,580,0.0225,0.429,248.81,9.6659,25,0.0257,1473.25,5.921,9.95
2025-01-18,Project Beta,968,805,347,0.4073,3.88,222,32024,613,0.0191,0.6035,369.95,11.5523,31,0.032,2682.7,7.252,11.93
2025-01-19,Project Beta,948,842,543,0.3233,3.41,241,22403,444,0.0198,0.7882,349.94,15.6202,14,0.0148,1134.38,3.242,25.0
2025-01-20,Project Beta,1134,936,523,0.5309,3.72,100,21339,462,0.0217,0.6885,318.09,14.9065,25,0.022,2371.38,7.455,12.72
2025-01-21,Project Beta,1361,1165,704,0.4348,2.65,167,31412,712,0.0227,0.5563,396.09,12.6095,23,0.0169,2528.26,6.383,17.22
2025-01-22,Project Beta,1446,1226,583,0.4271,4.01,171,52299,902,0.0172,0.43,387.83,7.4156,20,0.0138,1741.65,4.491,19.39
2025-01-23,Project Beta,1196,1043,535,0.4009,3.0,136,26727,779,0.0291,0.54,420.7,15.7406,14,0.0117,1235.76,2.937,30.05
2025-01-24,Project Beta,1063,888,550,0.5402,2.56,144,79784,697,0.0087,0.4038,281.47,3.5279,20,0.0188,1659.66,5.896,14.07
2025-01-25,Project Beta,940,797,481,0.5117,1.92,194,26990,521,0.0193,0.4642,241.85,8.9607,20,0.0213,1669.59,6.903,12.09
2025-01-26,Project Beta,1173,941,534,0.3837,3.19,57,54831,595,0.0109,0.6736,400.78,7.3094,37,0.0315,3188.0,7.954,10.83
2025-01-27,Project Beta,1364,1204,611,0.4738,2.4,100,43627,899,0.0206,0.5726,514.79,11.7998,39,0.0286,3032.65,5.891,13.2
2025-01-28,Project Beta,1505,1346,600,0.5164,3.8,218,34524,679,0.0197,0.4674,317.39,9.1933,50,0.0332,5038.88,15.876,6.35
2025-01-29,Project Beta,1427,1312,887,0.3231,4.35,146,37624,866,0.023,0.625,541.28,14.3866,25,0.0175,2730.81,5.045,21.65
2025-01-30,Project Beta,1565,1332,576,0.5382,3.2,133,29443,838,0.0285,0.3771,316.01,10.7329,25,0.016,2552.24,8.076,12.64
2025-01-31,Project Beta,1037,961,512,0.5001,3.11,144,32983,693,0.021,0.5207,360.84,10.9402,42,0.0405,4491.78,12.448,8.59
2025-02-01,Project Beta,1016,921,428,0.532,2.74,118,14953,320,0.0214,0.4135,132.33,8.8497,42,0.0413,4199.25,31.733,3.15
2025-02-02,Project Beta,1086,990,651,0.3398,3.09,120,25569,595,0.0233,0.5884,350.1,13.6924,29,0.0267,3045.39,8.699,12.07
2025-02-03,Project Beta,1378,1268,671,0.5902,2.96,231,39114,778,0.0199,0.6699,521.17,13.3244,45,0.0327,3263.3,6.261,11.58
2025-02-04,Project Beta,1427,1242,858,0.5229,3.51,163,37487,654,0.0174,0.6556,428.75,11.4373,42,0.0294,4435.46,10.345,10.21
2025-02-05,Project Beta,1338,1127,630,0.3492,2.9,176,29276,546,0.0187,0.563,307.38,10.4994,55,0.0411,5334.04,17.353,5.59
2025-02-06,Project Beta,1551,1267,566,0.2466,2.23,188,20826,578,0.0278,0.5535,319.9,15.3606,20,0.0129,2270.05,7.096,15.99
2025-02-07,Project Beta,1111,999,655,0.4558,3.06,88,39432,629,0.016,0.7102,446.69,11.3281,38,0.0342,3791.08,8.487,11.76
2025-02-08,Project Beta,1291,1120,736,0.4499,3.52,171,16365,385,0.0235,0.8257,317.89,19.425,10,0.0077,926.01,2.913,31.79
2025-02-09,Project Beta,1192,1016,544,0.4461,3.36,230,40305,687,0.017,0.5011,344.23,8.5406,26,0.0218,2092.15,6.078,13.24
2025-02-10,Project Beta,1263,1197,590,0.4224,2.86,134,22781,471,0.0207,0.4085,192.42,8.4465,24,0.019,2742.12,14.251,8.02
2025-02-11,Project Beta,1296,1164,611,0.3831,3.49,122,21777,556,0.0255,0.6791,377.56,17.3376,48,0.037,4544.66,12.037,7.87
2025-02-12,Project Beta,1347,1167,798,0.4877,2.44,185,45367,880,0.0194,0.5898,519.02,11.4405,47,0.0349,3830.11,7.38,11.04
2025-02-13,Project Beta,1517,1281,518,0.1792,2.6,123,66849,918,0.0137,0.54,495.76,7.4161,46,0.0303,4956.67,9.998,10.78
2025-02-14,Project Beta,1460,1377,552,0.4644,3.04,172,34254,738,0.0215,0.6209,458.26,13.3783,33,0.0226,2725.07,5.947,13.89
2025-02-15,Project Beta,1089,948,646,0.4768,3.11,171,27152,473,0.0174,0.4666,220.7,8.1283,22,0.0202,2210.05,10.014,10.03
2025-02-16,Project Beta,1187,1001,456,0.5812,3.76,114,28043,724,0.0258,0.696,503.87,17.9678,11,0.0093,782.15,1.552,45.81
2025-02-17,Project Beta,1295,1140,464,0.3337,4.12,151,39152,993,0.0254,0.6049,600.63,15.341,33,0.0255,3063.54,5.101,18.2
2025-02-18,Project Beta,1646,1397,616,0.4424,3.8,175,43022,1072,0.0249,0.671,719.36,16.7207,51,0.031,2873.7,3.995,14.11
2025-02-19,Project Beta,1393,1195,512,0.5697,2.37,245,17214,489,0.0284,0.7687,375.89,21.8363,45,0.0323,3818.3,10.158,8.35
2025-02-20,Project Beta,1469,1373,819,0.446,3.83,202,32527,664,0.0204,0.7104,471.69,14.5015,22,0.015,1536.74,3.258,21.44
2025-02-21,Project Beta,1946,1577,951,0.4077,2.76,118,57880,1131,0.0195,0.5683,642.7,11.104,60,0.0308,3827.33,5.955,10.71
2025-02-22,Project Beta,1284,1174,650,0.5408,3.41,164,35554,709,0.0199,0.6488,460.02,12.9386,13,0.0101,1242.59,2.701,35.39
2025-02-23,Project Beta,1526,1384,911,0.6311,2.98,111,21452,609,0.0284,0.7047,429.14,20.0047,47,0.0308,4752.89,11.075,9.13
2025-02-24,Project Beta,1981,1616,759,0.4511,2.16,96,45225,1066,0.0236,0.6848,729.97,16.1409,37,0.0187,3673.37,5.032,19.73
2025-02-25,Project Beta,1651,1521,974,0.3802,4.67,124,33784,873,0.0258,0.4861,424.39,12.5619,34,0.0206,1981.14,4.668,12.48
2025-02-26,Project Beta,2451,1994,1227,0.388,2.69,100,51699,916,0.0177,0.7425,680.15,13.156,39,0.0159,3604.0,5.299,17.44
